Student_ID	Education_Level		Age	Location	Category	Institute_Type	Medium	Monthly_Income_INR	Father_Education	Mother_Education	Internet_Access	Tuition_Classes	Scholarship	Family_Size	Distance_To_Institute_KM	Study_Hours_Per_Day	Attendance_Percentage	Sleep_Hours	Stress_Level	Previous_Percentage	Final_Percentage
1111	School	Female	14	Rural	OBC	Government	Hindi	34222	Graduate	12th	Yes	No	Yes	8	9.1	3.6	76.2	7.2	Medium	82.6	59.4
1112	School	Male	17	Rural	General	Private	English	6209	10th	10th	No	Yes	Yes	6	2.1	4.9	92.4	7.9	Medium	98	67.1
1113	School	Male	18	Urban	General	Private	Hindi	45338	10th	10th	Yes	Yes	No	5	11.5	4.4	86.2	8.6	Medium	91.2	69.7
1114	School	Male	18	Rural	OBC	Government	Hindi	18547	12th	10th	No	No	No	6	1.3	3.7	77.9	8.9	Low	84.6	52.4
1115	School	Male	15	Urban	ST	Government	English	12815	12th	12th	No	No	Yes	4	2.7	1	72.9	5.7	Low	61.1	35.8
1116	School	Female	17	Rural	SC	Government	Hindi	7728	Graduate	12th	Yes	Yes	No	7	4.7	6.5	94	6.3	Medium	98	77.9
1117	School	Male	17	Urban	OBC	Private	Hindi	15089	12th	No School	Yes	Yes	Yes	8	9.7	4.2	80	7.7	Low	98	65.1
1118	School	Female	14	Urban	OBC	Government	Hindi	6522	12th	12th	No	Yes	No	4	12.1	3.7	71.5	8.8	Low	89.8	59.2
1119	School	Male	14	Urban	OBC	Government	Hindi	14776	12th	10th	No	No	Yes	6	8.2	3	85.1	7	Low	92.9	54.1
1120	School	Female	14	Rural	OBC	Government	English	20443	Postgraduate	10th	No	No	Yes	4	1.3	3.1	63.9	6.1	Low	73.3	44.7
1121	School	Male	14	Urban	General	Government	Hindi	10575	Graduate	12th	No	Yes	Yes	8	14.5	4.3	81	6.3	Medium	81.2	58.9
1122	School	Male	18	Urban	OBC	Government	Hindi	81461	12th	10th	Yes	No	No	4	11.1	4.9	84.8	8.2	Medium	96.3	63.8
1123	School	Male	18	Urban	General	Government	English	24952	12th	10th	Yes	No	No	4	11.6	2	72.9	5.1	Low	74.5	51.1
1124	School	Female	18	Urban	OBC	Government	English	17395	No School	10th	Yes	Yes	Yes	5	0.9	1	68.2	5.8	Low	74.9	50.6
1125	School	Male	15	Rural	OBC	Government	Hindi	4612	Postgraduate	No School	Yes	Yes	No	8	3.6	4.9	84	7.9	Low	89.1	63.7
1126	School	Female	18	Rural	OBC	Government	Hindi	13844	No School	10th	Yes	No	No	3	12.7	1.7	80.6	5.7	Medium	73.8	44.3
1127	School	Female	16	Urban	OBC	Government	Hindi	17041	12th	10th	Yes	No	No	6	6.6	2.2	84.3	5.9	Medium	80.9	52.7
1128	School	Male	18	Rural	SC	Government	Hindi	17013	Graduate	10th	Yes	No	No	7	8.3	1.2	87.5	7.8	Low	62.3	38.6
1129	School	Female	17	Urban	General	Government	Hindi	61716	10th	10th	No	Yes	No	5	8.6	1.5	83.9	6.8	Low	80.5	48.3
1130	School	Female	16	Rural	OBC	Private	English	19960	12th	12th	Yes	No	No	6	12.7	2.9	64.4	6.4	Low	88.5	56.4
1131	School	Male	18	Urban	SC	Private	Hindi	44400	10th	No School	Yes	Yes	No	7	17.5	2.6	64.9	6.9	Low	98	55.5
1132	School	Male	15	Urban	General	Government	English	35539	12th	12th	Yes	Yes	Yes	8	10.4	2.1	70.6	7.1	Medium	68.3	55.4
1133	School	Female	18	Rural	SC	Government	Hindi	7353	Postgraduate	No School	No	No	Yes	7	3.5	5.5	73.7	7.8	Low	98	57.8
1134	School	Female	14	Urban	OBC	Government	Hindi	30281	10th	10th	Yes	Yes	No	7	2.7	2.5	77.5	8.6	Low	79.3	59.4
1135	School	Female	15	Urban	General	Private	English	9533	No School	10th	Yes	No	Yes	5	1.8	2.8	81.4	5.2	Low	79.2	48.5
1136	School	Male	16	Rural	General	Private	Hindi	15120	Graduate	Postgraduate	No	Yes	No	4	6.6	2.7	77.3	6.2	Low	90.7	63.4
1137	School	Male	15	Rural	OBC	Government	English	34879	No School	12th	No	No	No	3	8	3	70.9	6.7	Medium	91.2	47.2
1138	School	Male	17	Rural	ST	Government	Hindi	18447	12th	10th	Yes	Yes	No	8	3.7	3.3	80.5	8.2	Low	71.9	57.1
1139	School	Male	15	Rural	General	Government	English	20586	12th	10th	Yes	No	No	7	5.9	3.2	80.6	6	Low	94.5	55.3
1140	School	Female	17	Rural	OBC	Government	Hindi	99301	Graduate	No School	Yes	Yes	No	6	7.2	3.5	81.3	6.7	Medium	75.8	53.9
1141	School	Female	17	Rural	SC	Government	English	20335	12th	Graduate	Yes	Yes	Yes	7	10.8	3.7	68.8	6	Medium	98	66
1142	School	Female	18	Rural	OBC	Government	Hindi	41717	10th	No School	No	Yes	Yes	8	9.1	2.6	71.2	7	Medium	87.9	52.7
1143	School	Male	17	Rural	OBC	Government	English	8725	10th	No School	Yes	Yes	No	3	12	3.5	67.4	7	Medium	84	53.1
1144	School	Male	17	Urban	General	Private	English	8655	No School	No School	Yes	Yes	No	3	4.4	1.3	83.7	7.3	Low	72.7	46.1
1145	School	Male	17	Urban	OBC	Government	Hindi	11062	Graduate	12th	No	Yes	Yes	3	14.3	1	83.5	7.5	Medium	77.8	51
1146	School	Male	14	Urban	OBC	Private	Hindi	18349	12th	10th	Yes	No	Yes	6	16	2.3	68.6	7.4	Medium	83.6	51.5
1147	School	Female	15	Urban	General	Government	English	8961	12th	12th	Yes	Yes	Yes	6	11.1	4.4	87.9	7	Low	92	63.1
1148	School	Male	16	Urban	OBC	Government	English	9775	10th	10th	No	Yes	Yes	3	14.8	3.2	74.3	5.1	Low	85.5	57.9
1149	School	Male	15	Rural	General	Government	Hindi	10577	10th	Postgraduate	No	Yes	Yes	7	17.4	2.8	68.3	8.3	Medium	87.2	47.4
1150	School	Female	18	Urban	OBC	Private	Hindi	35468	10th	10th	Yes	Yes	No	4	3.2	4.5	91.4	7.3	Low	86.3	68.4
1151	School	Male	15	Urban	OBC	Government	Hindi	20052	10th	10th	Yes	Yes	Yes	5	6.9	2.6	70.9	7.9	Low	76.4	49.7
1152	School	Female	14	Rural	General	Government	Hindi	12214	Postgraduate	No School	Yes	Yes	Yes	5	1.6	3.1	87.8	7.2	Low	88.5	67.6
1153	School	Male	15	Urban	OBC	Private	English	9954	12th	Graduate	Yes	No	No	5	14.1	3.3	81.6	8.6	Low	90.6	60.5
1154	School	Male	18	Rural	General	Government	English	16387	10th	Graduate	Yes	No	No	7	16.2	3.2	67.8	5.3	Medium	82.6	55
1155	School	Female	18	Rural	OBC	Private	Hindi	14658	12th	10th	Yes	Yes	No	5	11.6	2.5	86.1	8.3	Low	77.7	54.4
1156	School	Female	18	Urban	SC	Government	Hindi	4794	12th	Postgraduate	Yes	No	No	7	9.4	4.9	66.4	8.5	Low	84.8	49.8
1157	School	Male	14	Urban	SC	Private	Hindi	22205	No School	Graduate	Yes	Yes	No	4	5.5	3.5	71.4	5.5	Low	87.1	68.8
1158	School	Male	14	Rural	OBC	Government	English	40428	No School	Graduate	Yes	Yes	No	8	8	2.3	80	5.7	Low	82.3	55.3
1159	School	Female	14	Urban	General	Private	Hindi	23740	No School	10th	Yes	No	No	5	5.8	3	87.7	8.3	Low	76.2	47.6
1160	School	Female	15	Rural	OBC	Private	English	19175	No School	12th	Yes	Yes	Yes	5	13.8	2.2	70.7	6.3	Medium	81.7	59
1161	School	Female	14	Rural	OBC	Private	Hindi	48257	No School	12th	Yes	Yes	No	3	16.9	3.3	79.2	5.3	Low	92.4	60.2
1162	School	Male	14	Rural	General	Government	English	10952	Graduate	No School	No	No	No	3	4.8	2.4	90	8.4	Low	88.5	55.2
1163	School	Male	15	Urban	General	Private	Hindi	18502	No School	No School	Yes	No	No	8	13	4.9	69.9	5.8	Low	70.3	46
1164	School	Female	17	Urban	OBC	Government	Hindi	181715	No School	Graduate	Yes	Yes	No	3	8.9	1.7	72.5	7.6	Medium	75.3	48
1165	School	Female	14	Rural	General	Private	Hindi	5691	No School	12th	No	No	No	5	0.7	2.8	83.1	8.5	Low	78.6	52.4
1166	School	Female	14	Rural	OBC	Private	Hindi	10262	10th	No School	Yes	Yes	No	7	14.3	5.8	82.7	8.3	Low	90.4	65.6
1167	School	Male	15	Rural	OBC	Government	Hindi	5988	10th	10th	Yes	Yes	No	4	6.2	5.2	85.6	5.3	Low	94.8	59.2
1168	School	Female	18	Rural	SC	Government	English	102633	12th	12th	Yes	No	Yes	8	3.9	3.7	83.6	6.9	Low	75.4	56.7
1169	School	Male	16	Rural	OBC	Private	Hindi	11654	12th	10th	Yes	Yes	No	5	5.9	3.2	85.6	7.6	Low	80.1	58.9
1170	School	Female	14	Rural	OBC	Government	Hindi	84003	Graduate	No School	Yes	Yes	No	6	16.6	1.3	68.4	5.9	Medium	75.7	52.1
1171	School	Female	16	Urban	OBC	Government	Hindi	94240	12th	No School	Yes	Yes	Yes	8	4.7	1.7	89.5	8.6	Low	77.5	50.2
1172	School	Female	14	Urban	General	Government	Hindi	5499	10th	10th	Yes	Yes	No	5	1.4	2.5	72.3	5.3	Low	81.9	57.8
1173	School	Female	14	Rural	OBC	Government	Hindi	47048	12th	12th	Yes	Yes	No	5	2.2	5.4	86.6	6.5	Medium	86	75.4
1174	School	Male	17	Rural	OBC	Government	Hindi	9500	Postgraduate	Graduate	No	Yes	No	7	10.5	3.3	75.1	7	Medium	88.6	56.7
1175	School	Female	17	Urban	General	Government	Hindi	5709	Graduate	No School	Yes	No	No	4	14.9	0.6	48.2	7.6	High	68.3	43.4
1176	School	Male	17	Rural	OBC	Government	Hindi	6045	Postgraduate	12th	Yes	Yes	No	4	4.4	1.2	66.8	8	Low	67.5	45.9
1177	School	Male	18	Rural	General	Private	Hindi	19522	12th	10th	Yes	No	Yes	8	17.1	4.4	83.2	7.4	Medium	98	61.5
1178	School	Male	18	Urban	General	Government	Hindi	88102	No School	No School	No	No	No	4	10.1	1.2	84.5	7.7	Low	77.5	41.6
1179	School	Male	16	Rural	SC	Government	Hindi	29111	10th	10th	Yes	No	No	3	8.8	2	86.6	5.1	Low	74.9	50
1180	School	Female	14	Rural	General	Government	Hindi	6909	12th	Graduate	Yes	Yes	No	3	8.3	0.8	75.8	8.6	Low	64.4	44.2
1181	School	Female	18	Rural	General	Private	Hindi	15356	Graduate	12th	Yes	Yes	No	4	13.9	1.4	67.1	5.3	Low	78.9	54
1182	School	Female	15	Rural	SC	Government	Hindi	9751	No School	12th	Yes	Yes	No	3	8.5	1.7	82.6	6.8	Medium	76.7	52.4
1183	School	Female	15	Rural	OBC	Private	Hindi	6138	12th	Graduate	Yes	No	Yes	7	5.4	2.7	69.1	5.2	Low	76.2	55.2
1184	School	Male	16	Rural	OBC	Government	Hindi	15240	12th	Graduate	Yes	No	Yes	5	1.4	2.6	82.3	7.6	Medium	84.9	53.4
1185	School	Male	17	Urban	OBC	Government	Hindi	7004	Graduate	12th	Yes	Yes	No	7	17.6	3	83.7	6.9	Low	89.4	64.8
1186	School	Female	14	Urban	OBC	Government	English	49368	10th	10th	Yes	Yes	No	4	15.5	4.5	76.7	7.6	Medium	98	64.2
1187	School	Female	16	Rural	OBC	Government	Hindi	8404	10th	10th	Yes	No	No	8	2.2	2.2	78.7	8.4	Low	68.3	39.6
1188	School	Male	17	Rural	OBC	Government	English	42045	10th	No School	Yes	No	No	6	8.1	5.1	78	6.7	Medium	90.5	61.9
1189	School	Male	14	Urban	OBC	Private	Hindi	17330	10th	Graduate	Yes	No	Yes	3	1.4	2.7	82.7	8.6	Medium	84	54.3
1190	School	Male	14	Urban	SC	Government	Hindi	13589	Postgraduate	No School	Yes	Yes	No	5	5.7	3.8	84.2	5.4	Low	98	64.9
1191	School	Male	17	Rural	ST	Private	English	7472	12th	Graduate	No	Yes	No	4	13.2	5.3	64.9	7.8	Medium	75.7	56.6
1192	School	Female	16	Rural	OBC	Private	English	19403	12th	12th	No	Yes	Yes	6	11.1	0.7	67	8.6	Low	65.3	35.4
1193	School	Male	17	Urban	OBC	Government	English	43265	10th	No School	Yes	Yes	Yes	3	15.7	4.4	74	8	Low	93	69.9
1194	School	Male	16	Rural	OBC	Private	Hindi	5811	12th	No School	Yes	No	No	4	2.1	1.7	76.9	7.4	Medium	81.9	46.9
1195	School	Female	17	Rural	OBC	Private	Hindi	4221	Postgraduate	No School	Yes	Yes	No	6	10.5	4.4	90.8	8.5	Low	98	70.5
1196	School	Female	18	Urban	OBC	Government	English	38803	12th	12th	Yes	No	Yes	4	7.1	4.9	84.6	6.2	Medium	95.7	69.1
1197	School	Female	15	Urban	OBC	Government	Hindi	5047	Graduate	10th	No	Yes	Yes	3	7.8	2.8	96.4	6.4	Medium	83.5	60.5
1198	School	Female	18	Rural	OBC	Government	Hindi	8295	Graduate	10th	No	No	Yes	3	1.9	2.2	80.1	8.3	Low	91.3	48.7
1199	School	Male	16	Urban	OBC	Private	English	33957	No School	10th	Yes	Yes	No	6	12.4	3.4	78	6	Low	84.8	59.6
1200	School	Male	14	Rural	OBC	Government	Hindi	15657	No School	Graduate	Yes	Yes	No	3	11.1	7	88.7	7	Medium	98	72.5
1201	School	Male	16	Urban	OBC	Government	Hindi	67073	10th	12th	Yes	Yes	No	7	4.5	2.6	88.8	8.4	Low	82.8	67.8
1202	School	Female	18	Rural	General	Government	Hindi	18615	Graduate	Graduate	No	Yes	No	6	10.1	3.7	90	8.4	Medium	90.5	58.8
1203	School	Male	14	Rural	General	Government	Hindi	7421	12th	No School	Yes	Yes	No	7	11.7	3.1	82.7	5.1	Medium	86.3	64.4
1204	School	Female	15	Urban	OBC	Private	Hindi	42909	No School	12th	Yes	No	Yes	7	13.3	2.5	82.7	8.3	Low	75.5	47.1
1205	School	Male	18	Urban	General	Government	Hindi	46559	12th	Graduate	Yes	No	Yes	5	6.2	4.7	75.4	8.8	Medium	75.2	57.7
1206	School	Male	14	Urban	OBC	Government	English	33791	12th	No School	Yes	No	No	5	11.4	4	84.6	6.9	Medium	98	61
1207	School	Male	15	Urban	General	Private	Hindi	14044	No School	12th	Yes	No	No	3	1.6	4.7	81.5	5.4	Low	89	58.7
1208	School	Female	14	Rural	OBC	Government	Hindi	43086	Graduate	No School	Yes	No	No	8	12.9	5.7	93.8	7.6	Low	98	69.7
1209	School	Female	18	Rural	General	Private	Hindi	6911	12th	10th	No	Yes	No	4	10.3	2.1	73.7	7.9	Medium	81.7	56.4
1210	School	Male	17	Rural	General	Government	Hindi	9518	10th	Graduate	Yes	Yes	Yes	4	14.2	1.8	63.8	5.9	Low	94.1	62.7
1211	School	Female	15	Rural	OBC	Private	Hindi	33974	10th	10th	Yes	Yes	No	6	8.8	3.2	80.2	7.3	Low	80.5	57.9
1212	School	Female	18	Rural	OBC	Government	Hindi	30795	Graduate	No School	Yes	No	No	5	13.6	3.5	79.4	9	Medium	76.9	46.8
1213	School	Female	18	Urban	ST	Government	English	18441	Graduate	12th	Yes	Yes	No	7	17.3	3.3	70.6	7.8	Low	87.5	59.2
1214	School	Female	15	Urban	OBC	Government	Hindi	8505	10th	10th	Yes	No	No	4	9.8	1.4	73	6.9	Low	79.3	41.2
1215	School	Male	15	Rural	General	Private	Hindi	9498	10th	10th	No	Yes	No	4	17.1	4.1	76	5.4	Low	94.8	53.6
1216	School	Male	14	Rural	ST	Government	Hindi	32247	No School	No School	Yes	Yes	Yes	4	7.2	4.3	74	5	Low	73	59
1217	School	Male	18	Rural	OBC	Private	English	14303	10th	Graduate	Yes	Yes	No	4	16.4	1.5	81.2	8.9	Medium	70.6	51.2
1218	School	Female	16	Rural	OBC	Government	Hindi	9542	10th	12th	Yes	Yes	No	3	16.5	3.6	89.7	6	Low	90	64.6
1219	School	Male	17	Rural	SC	Government	Hindi	45563	No School	Postgraduate	Yes	Yes	No	3	5.3	4.2	80.5	7.4	Medium	92.1	64.8
1220	School	Male	16	Rural	OBC	Government	Hindi	16903	10th	Graduate	Yes	Yes	No	7	11.1	3.8	75.6	7.1	Low	78.1	68.3
1221	School	Male	16	Urban	OBC	Private	English	57047	10th	12th	No	Yes	No	8	7.3	4.2	85.4	7.1	Medium	98	63.4
1222	School	Male	18	Urban	General	Government	Hindi	27289	10th	10th	Yes	No	No	8	9.8	5.3	65.3	8.7	Medium	90	62.7
1223	School	Male	17	Rural	OBC	Private	Hindi	17019	No School	Graduate	No	Yes	No	3	2.9	4.1	71.2	8.7	Low	96.5	59.4
1224	School	Female	18	Urban	OBC	Government	Hindi	6490	10th	Graduate	Yes	No	No	4	3.2	2.8	71.3	7	Low	92.5	59
1225	School	Female	14	Rural	OBC	Government	English	12977	10th	10th	No	Yes	Yes	7	10	3.6	81.9	8.4	Low	96.9	56.5
1226	School	Female	14	Rural	SC	Government	English	5150	12th	12th	Yes	No	No	4	7.7	4.9	76.9	6.8	Medium	85	59.5
1227	School	Female	18	Rural	ST	Government	Hindi	46833	10th	10th	Yes	Yes	No	5	13.8	2.3	68.5	7.6	Low	76.1	55.8
1228	School	Male	17	Rural	OBC	Government	Hindi	33939	No School	No School	Yes	No	No	5	16.2	4.4	74.3	6.2	Low	98	53.3
1229	School	Female	15	Urban	General	Private	English	8491	Graduate	No School	Yes	Yes	Yes	6	14	1.5	97.8	5.1	Low	80	56.1
1230	School	Male	17	Rural	General	Private	English	14674	12th	No School	Yes	Yes	No	3	9.4	4.1	82.2	7.6	Low	84.1	61.6
1231	School	Male	16	Urban	General	Government	Hindi	17379	Graduate	Graduate	Yes	No	No	6	4.1	1.7	98.3	7.6	Low	68.6	53.4
1232	School	Male	15	Urban	ST	Government	English	17021	12th	12th	Yes	Yes	Yes	5	16.7	1.2	55.3	5.8	Low	76.2	50.7
1233	School	Female	15	Rural	OBC	Government	English	27023	10th	12th	Yes	Yes	No	6	12.6	4.5	74.3	6.8	Medium	92.6	65.8
1234	School	Male	16	Urban	OBC	Government	English	114565	12th	10th	Yes	Yes	Yes	3	8.4	0.9	91.9	8	Low	86.9	60.6
1235	School	Male	18	Urban	SC	Private	Hindi	27481	No School	No School	Yes	No	No	5	15.7	2.4	53.5	6.3	Low	84.5	50.2
1236	School	Male	16	Rural	OBC	Government	Hindi	30144	No School	Graduate	Yes	Yes	No	5	4.2	2	72.5	5.3	Low	70.6	48.7
1237	School	Female	17	Urban	OBC	Government	Hindi	10842	No School	10th	Yes	Yes	Yes	7	7.6	3.7	83.6	8.6	Low	89.8	58.4
1238	School	Female	17	Urban	General	Government	Hindi	17648	12th	Graduate	Yes	No	No	7	14.7	3.2	76.4	8.4	Low	85.2	55.3
1239	School	Female	17	Rural	General	Government	Hindi	66419	12th	Graduate	No	Yes	Yes	6	1.9	0.7	79.7	5.3	Medium	74.3	49.4
1240	School	Female	15	Rural	OBC	Government	English	38304	10th	No School	Yes	No	No	8	10.7	4.7	78.5	7.5	Low	98	57
1241	School	Male	15	Rural	OBC	Government	Hindi	95446	12th	Graduate	Yes	No	No	6	11.4	0.5	75	8.6	Medium	67.5	48.2
1242	School	Male	16	Rural	General	Government	Hindi	6521	Graduate	No School	Yes	No	No	5	5	0.9	64.8	8.7	Medium	65.8	33.9
1243	School	Male	14	Rural	OBC	Government	Hindi	14652	Postgraduate	10th	Yes	Yes	No	6	10	7.3	88	5.8	Medium	98	79.7
1244	School	Male	15	Rural	OBC	Government	English	6103	Postgraduate	No School	Yes	No	Yes	4	3.8	2.3	84.9	8.5	Medium	85.7	52.6
1245	School	Female	18	Rural	OBC	Private	English	9741	Postgraduate	10th	Yes	No	No	8	7.7	4.2	72.5	7	Low	87	58.5
1246	School	Female	17	Rural	OBC	Government	Hindi	29557	10th	10th	No	Yes	Yes	5	14.1	2.4	84	5.1	Low	81.5	56.9
1247	School	Male	17	Rural	OBC	Private	Hindi	21394	Graduate	10th	Yes	Yes	No	7	8.1	2.3	74.8	7.9	Medium	82.7	51.2
1248	School	Female	14	Rural	SC	Private	English	5326	12th	10th	No	No	Yes	7	4.6	4.2	91.8	5.1	Low	98	64.7
1249	School	Female	15	Rural	OBC	Private	Hindi	89889	10th	12th	Yes	Yes	Yes	3	1	1.1	85.2	7	Low	83.9	58.6
1250	School	Male	16	Rural	OBC	Private	Hindi	12206	Graduate	12th	Yes	No	No	5	10.4	3.3	85.3	5.1	Low	73.8	56
1251	School	Female	17	Urban	OBC	Private	Hindi	28768	10th	Graduate	Yes	Yes	No	5	9.8	0.5	70	6.9	Low	68.5	41.5
1252	School	Female	15	Urban	OBC	Government	Hindi	61984	12th	Postgraduate	Yes	Yes	Yes	3	4	4	87.4	8.1	Low	98	64.7
1253	School	Female	16	Urban	OBC	Government	Hindi	22790	12th	Graduate	Yes	Yes	No	4	14.5	2.7	82.4	6.4	Low	75.6	58.5
1254	School	Male	14	Urban	OBC	Government	Hindi	37047	Postgraduate	Graduate	Yes	Yes	No	6	4.8	6.1	83.1	5.5	High	98	71.6
1255	School	Male	18	Urban	OBC	Government	English	21296	12th	12th	No	Yes	No	3	15.4	2.6	69.7	6	Low	76.8	46.7
1256	School	Female	18	Urban	General	Private	English	49683	No School	10th	Yes	Yes	No	8	11.5	2.9	80	7.9	Low	84.4	49.8
1257	School	Male	16	Urban	SC	Government	Hindi	17383	10th	Graduate	Yes	Yes	Yes	3	16.2	4.6	82	6.2	Low	85.1	68
1258	School	Male	18	Urban	General	Private	Hindi	12002	12th	12th	No	No	No	3	15.4	1.2	81.3	7.3	Low	82.7	46.8
1259	School	Male	17	Urban	SC	Private	Hindi	5464	Graduate	12th	Yes	Yes	Yes	6	12.5	7.5	85.9	6.7	High	98	83.6
1260	School	Female	15	Rural	OBC	Government	Hindi	23549	12th	10th	Yes	Yes	No	3	11	3.3	61.6	6.8	Low	67.6	50.7
1261	School	Male	17	Rural	ST	Private	Hindi	16018	12th	Postgraduate	No	No	No	8	10.3	0.6	77.5	8.6	Low	84.7	47.5
1262	School	Female	18	Rural	SC	Government	Hindi	4461	No School	No School	Yes	Yes	No	4	12.9	4	77.1	6.3	Medium	93.4	56.7
1263	School	Male	14	Rural	SC	Private	Hindi	6874	No School	No School	Yes	Yes	No	7	17	3.2	71.8	7.5	Medium	81.5	56.1
1264	School	Male	14	Rural	OBC	Government	Hindi	8550	No School	No School	Yes	Yes	Yes	7	3.9	4.4	97.8	5.1	Medium	98	62.7
1265	School	Male	14	Rural	General	Government	English	40789	10th	No School	Yes	Yes	No	4	16.6	4.7	81.2	8.2	Low	97.1	62.8
1266	School	Male	18	Urban	OBC	Government	Hindi	20428	10th	Graduate	No	Yes	No	6	17.2	3.7	86.4	6.3	Medium	82.7	53.7
1267	School	Female	17	Urban	OBC	Government	Hindi	26503	No School	12th	No	Yes	Yes	3	7.4	3.7	77.8	8.6	Low	84.6	54.9
1268	School	Female	14	Rural	OBC	Private	Hindi	18255	No School	12th	No	No	No	3	17.5	0.7	68.2	5.8	Low	75	35.1
1269	School	Male	15	Rural	General	Private	Hindi	21476	Graduate	12th	Yes	Yes	No	5	14.9	3.4	71.4	7.1	Medium	85.2	57.5
1270	School	Male	15	Rural	General	Government	Hindi	23442	Postgraduate	10th	Yes	Yes	No	4	7.2	2.1	81.6	7	Low	86.5	57.3
1271	School	Female	18	Urban	General	Government	English	4202	Graduate	10th	Yes	Yes	Yes	3	2.3	2	65.1	7.4	Low	65.6	51
1272	School	Male	14	Urban	General	Government	Hindi	16223	Graduate	10th	Yes	No	Yes	3	15.9	1.2	70.7	8.5	Low	62.7	39.7
1273	School	Male	16	Urban	SC	Government	Hindi	14655	10th	10th	Yes	Yes	No	5	3.6	2.2	77.4	8.3	Medium	80.2	62.1
1274	School	Female	15	Rural	OBC	Private	Hindi	4343	10th	12th	No	Yes	No	5	3.6	0.8	65.3	7.2	Low	56.8	36
1275	School	Female	14	Urban	OBC	Government	Hindi	8343	No School	Graduate	Yes	No	Yes	5	16.3	5.5	83	5.9	Medium	98	64
1276	School	Male	15	Urban	OBC	Government	Hindi	11103	12th	No School	Yes	No	Yes	6	7.9	3.1	72	8.6	Low	84.2	53.1
1277	School	Male	15	Urban	General	Private	Hindi	40332	No School	No School	Yes	No	Yes	4	12.2	1.9	78.3	6.9	Low	85.2	54.7
1278	School	Male	14	Urban	OBC	Private	Hindi	58945	Graduate	10th	No	Yes	Yes	4	7.5	4	91.4	7.7	Low	98	62.5
1279	School	Female	14	Urban	OBC	Private	Hindi	43124	12th	No School	No	No	No	4	6.4	5.2	76.1	8	Low	90.9	58.6
1280	School	Male	17	Rural	General	Government	Hindi	24835	10th	Postgraduate	No	Yes	No	8	6.3	4.8	97.3	5.4	Low	98	74.4
1281	School	Male	15	Rural	SC	Private	Hindi	49601	10th	Postgraduate	Yes	No	Yes	4	13.5	2.1	60.9	5.4	Low	59.5	42.3
1282	School	Female	14	Rural	SC	Government	Hindi	8075	10th	10th	Yes	Yes	No	8	2.6	1.7	60.9	5.5	Low	78	51.2
1283	School	Male	14	Rural	SC	Government	Hindi	14715	No School	No School	Yes	Yes	No	3	12.7	5.8	75	6.8	Low	95.7	57.5
1284	School	Female	17	Rural	SC	Private	English	48152	10th	12th	Yes	No	Yes	3	11.2	4.9	67.4	7.7	Medium	89.7	62.3
1285	School	Female	17	Urban	General	Private	English	32449	12th	12th	Yes	Yes	No	5	17.8	4.9	80.1	6	Low	98	65
1286	School	Male	14	Rural	OBC	Government	English	13625	12th	Graduate	No	Yes	No	3	16	3.4	69.6	5.1	Medium	79.1	51.8
1287	School	Female	14	Rural	OBC	Government	Hindi	57339	Graduate	No School	No	Yes	No	3	2.8	4.5	82.7	5.1	Low	90.1	62
1288	School	Male	17	Rural	OBC	Government	Hindi	111639	Graduate	10th	Yes	Yes	Yes	6	9	3	73.9	8.9	Medium	82.4	61.6
1289	School	Female	16	Rural	General	Private	English	5867	No School	12th	Yes	Yes	No	8	4.3	4	86.9	8.8	Low	98	62.5
1290	School	Male	17	Rural	OBC	Private	English	157323	12th	No School	No	Yes	No	6	5.4	1.8	72.3	8.4	Medium	70.7	49
1291	School	Female	17	Urban	General	Government	English	35893	Graduate	12th	Yes	Yes	No	6	11.4	1.8	77.3	8.2	Medium	73.7	51.5
1292	School	Male	18	Urban	General	Government	English	36331	Graduate	10th	Yes	Yes	No	5	10.8	1.2	71.9	8.5	Medium	87.2	54.3
1293	School	Male	17	Urban	OBC	Government	English	22233	10th	10th	Yes	Yes	No	3	11.4	1.5	82.5	5.4	Low	84	50.3
1294	School	Male	15	Rural	SC	Government	Hindi	5886	10th	No School	Yes	No	No	5	7.5	4.3	87	6.6	Low	95.8	63.5
1295	School	Female	17	Rural	OBC	Private	Hindi	75209	Graduate	10th	Yes	No	No	3	9.7	2.2	72.2	8.4	Low	81.8	50.4
1296	School	Female	16	Rural	OBC	Government	Hindi	85142	12th	Postgraduate	Yes	Yes	No	5	12.3	5.1	67.2	5	Low	98	70.8
1297	School	Male	14	Urban	OBC	Government	Hindi	9416	No School	10th	No	Yes	No	4	15.2	2.3	72.2	8.1	Low	82.7	46
1298	School	Female	15	Rural	General	Government	Hindi	4446	12th	No School	Yes	No	No	4	5.9	3.6	78.1	5.2	Low	88.9	57.2
1299	School	Male	15	Urban	General	Government	Hindi	19516	Postgraduate	12th	Yes	No	Yes	8	11.8	2.4	79.2	5.8	Low	67.5	45.7
1300	School	Male	18	Rural	SC	Government	Hindi	95901	10th	12th	No	Yes	No	8	6.7	1.8	74	8.5	Low	79.7	61.1
1301	School	Female	16	Rural	OBC	Private	Hindi	15336	10th	12th	No	No	Yes	3	1.9	3.7	85.8	6.6	Medium	92.8	57.5
1302	School	Male	17	Rural	SC	Government	English	9181	10th	12th	Yes	No	No	5	0.9	4	93.5	7	Medium	98	69.4
1303	School	Male	16	Rural	General	Government	English	47697	12th	10th	No	Yes	No	4	1	0.6	71.2	8.5	Low	83.1	51.1
