Student_ID,Education_Level,Gender,Age,Location,Category,Institute_Type,Medium,Monthly_Income_INR,Father_Education,Mother_Education,Internet_Access,Smartphone_Available,Laptop_Available,Tuition_Classes,Scholarship,Family_Size,Distance_To_Institute_KM,Study_Hours_Per_Day,Attendance_Percentage,Sleep_Hours,Stress_Level,Previous_Percentage,Final_Percentage
1148,College,Male,24,Urban,OBC,Private,Hindi,22777,Postgraduate,No School,Yes,Yes,No,Yes,No,5,4.9,3.5,82.7,8.9,Low,85.0,39.8
1149,College,Male,19,Urban,SC,Private,Hindi,51360,12th,Graduate,Yes,Yes,Yes,Yes,No,4,4.6,5.3,93.3,7.9,Medium,97.0,54.2
1150,College,Male,22,Rural,ST,Government,Hindi,47052,No School,10th,Yes,Yes,Yes,No,No,5,13.1,2.0,66.4,8.0,Low,79.6,30.0
1151,College,Male,23,Rural,General,Private,Hindi,21982,Graduate,No School,Yes,Yes,No,No,No,8,3.3,2.6,83.2,6.5,Medium,74.9,31.6
1152,College,Male,23,Urban,SC,Private,Hindi,4220,Graduate,No School,Yes,Yes,Yes,Yes,No,8,8.4,3.6,78.5,6.2,Low,80.2,40.6
1153,College,Male,24,Urban,OBC,Government,English,23590,12th,No School,Yes,Yes,Yes,No,No,5,6.1,5.2,73.8,8.6,Low,85.0,35.3
1154,College,Male,21,Urban,SC,Government,English,8702,12th,10th,Yes,Yes,No,No,Yes,4,9.9,4.3,74.1,7.7,Medium,83.8,30.0
1155,College,Male,22,Rural,OBC,Government,English,21638,No School,No School,Yes,Yes,Yes,No,Yes,4,3.7,0.5,50.6,7.7,Medium,57.9,30.0
1156,College,Male,20,Urban,ST,Government,Hindi,21027,Postgraduate,12th,Yes,Yes,Yes,No,Yes,8,15.2,3.8,64.7,6.1,Medium,73.0,35.1
1157,College,Female,20,Rural,OBC,Government,Hindi,40397,Postgraduate,Graduate,Yes,Yes,Yes,No,No,6,18.5,3.6,70.8,7.1,Medium,84.0,37.6
1158,College,Female,20,Urban,General,Government,Hindi,19426,12th,10th,Yes,Yes,No,Yes,Yes,3,8.6,5.1,78.0,8.7,Medium,96.3,42.8
1159,College,Female,18,Urban,OBC,Private,Hindi,47527,10th,Graduate,Yes,Yes,Yes,No,No,4,7.3,2.0,74.6,6.0,Low,80.0,38.7
1160,College,Female,19,Rural,OBC,Government,Hindi,22335,12th,10th,Yes,Yes,No,Yes,No,3,13.8,4.2,60.7,6.3,Low,68.3,32.8
1161,College,Female,20,Rural,OBC,Government,English,4855,10th,10th,No,Yes,No,No,No,4,15.4,2.2,65.3,7.2,Low,75.4,30.0
1162,College,Male,17,Rural,General,Government,English,23520,12th,12th,Yes,Yes,No,No,No,4,19.0,3.5,83.2,7.9,Low,88.6,40.7
1163,College,Male,24,Rural,OBC,Government,English,16277,10th,10th,Yes,Yes,Yes,Yes,No,5,19.0,4.1,74.3,6.2,Low,95.3,46.2
1164,College,Female,23,Rural,SC,Government,Hindi,8180,12th,10th,No,Yes,Yes,Yes,Yes,3,1.6,5.4,97.4,8.7,Low,91.8,45.1
1165,College,Male,21,Rural,General,Government,Hindi,65079,No School,Postgraduate,Yes,Yes,Yes,Yes,Yes,4,8.5,3.7,93.2,5.1,Low,96.4,54.2
1166,College,Male,20,Rural,General,Government,Hindi,9146,12th,10th,Yes,Yes,No,No,No,8,7.7,4.6,72.5,4.9,Low,78.4,37.8
1167,College,Male,20,Urban,OBC,Private,Hindi,8324,12th,Graduate,Yes,Yes,No,Yes,Yes,5,6.2,2.9,69.6,7.6,Medium,93.9,37.5
1168,College,Male,18,Rural,General,Private,Hindi,43058,Postgraduate,10th,Yes,Yes,Yes,Yes,Yes,8,13.6,5.4,67.6,8.6,Low,92.0,43.9
1169,College,Male,23,Rural,General,Government,English,21793,10th,Postgraduate,No,Yes,Yes,Yes,Yes,6,1.5,3.0,82.8,8.2,Low,93.4,37.6
1170,College,Male,19,Rural,OBC,Private,English,11759,10th,12th,Yes,Yes,No,No,No,7,15.3,2.8,70.0,7.0,Low,74.2,30.2
1171,College,Female,19,Rural,OBC,Government,English,22436,10th,12th,Yes,Yes,No,Yes,No,6,9.2,3.0,76.4,8.5,Low,65.0,34.1
1172,College,Female,24,Rural,SC,Private,Hindi,23830,No School,10th,Yes,Yes,Yes,No,Yes,3,4.5,4.0,82.5,8.4,Low,96.1,42.9
1173,College,Male,24,Urban,General,Government,Hindi,55178,Graduate,12th,Yes,Yes,Yes,No,No,4,1.7,1.5,85.7,6.1,Medium,76.0,45.3
1174,College,Male,21,Urban,General,Government,Hindi,24109,Postgraduate,10th,Yes,Yes,No,Yes,Yes,4,17.0,4.6,88.6,6.9,Medium,98.0,41.9
1175,College,Male,17,Rural,SC,Government,Hindi,15346,No School,No School,Yes,Yes,Yes,No,No,3,1.1,0.9,77.1,8.0,Medium,72.5,32.9
1176,College,Male,19,Rural,OBC,Private,English,7357,12th,No School,Yes,Yes,No,No,No,7,4.8,3.9,72.8,7.4,Low,71.2,30.0
1177,College,Male,18,Urban,OBC,Government,English,16162,Postgraduate,12th,Yes,No,No,Yes,Yes,8,19.1,4.0,59.6,7.6,Medium,80.2,32.3
1178,College,Female,19,Rural,General,Private,Hindi,8086,10th,10th,Yes,Yes,Yes,Yes,No,5,6.9,3.3,84.6,5.0,Medium,83.6,35.6
1179,College,Male,18,Rural,General,Private,Hindi,13187,Graduate,Graduate,Yes,Yes,No,Yes,No,3,15.1,3.3,62.7,8.2,Medium,73.0,35.5
1180,College,Male,24,Rural,OBC,Government,Hindi,8208,No School,10th,Yes,Yes,Yes,No,Yes,5,10.9,3.2,74.9,8.2,Medium,94.7,34.9
1181,College,Female,17,Rural,SC,Private,Hindi,11067,Graduate,No School,No,Yes,Yes,Yes,No,5,4.6,4.4,86.8,4.6,Low,89.8,38.8
1182,College,Male,23,Rural,General,Private,Hindi,6392,12th,No School,No,Yes,No,Yes,No,6,3.2,4.2,77.6,6.5,Medium,77.1,30.3
1183,College,Male,19,Rural,General,Private,Hindi,35611,12th,10th,Yes,Yes,Yes,No,Yes,3,1.3,4.2,76.2,4.7,Medium,88.4,41.0
1184,College,Female,22,Urban,SC,Government,Hindi,5867,10th,10th,Yes,Yes,No,No,No,6,11.2,3.1,77.2,4.8,Medium,70.4,33.9
1185,College,Male,22,Urban,SC,Private,Hindi,36660,12th,Graduate,Yes,Yes,No,No,Yes,8,4.9,3.0,70.5,8.0,Medium,83.0,43.5
1186,College,Female,17,Rural,SC,Government,Hindi,11186,Postgraduate,No School,Yes,Yes,No,Yes,Yes,8,13.6,2.7,60.8,8.9,Medium,89.4,30.0
1187,College,Male,19,Urban,SC,Government,Hindi,36668,No School,12th,Yes,Yes,Yes,No,No,7,15.6,3.1,59.4,5.6,Medium,98.0,42.1
1188,College,Female,19,Rural,General,Government,Hindi,8877,No School,12th,Yes,Yes,Yes,Yes,No,8,7.0,4.1,48.9,8.5,High,76.5,32.7
1189,College,Male,23,Urban,General,Government,Hindi,21392,10th,Graduate,Yes,Yes,No,Yes,No,7,6.9,3.8,80.7,7.1,Low,86.0,40.3
1190,College,Female,23,Rural,OBC,Government,English,46193,Graduate,Graduate,Yes,Yes,No,Yes,No,8,2.9,2.1,76.8,6.8,Medium,82.5,35.0
1191,College,Male,18,Rural,OBC,Private,Hindi,6593,Graduate,10th,No,Yes,Yes,No,No,5,17.0,1.7,61.5,8.9,Medium,64.2,30.0
1192,College,Male,21,Rural,General,Government,Hindi,24586,12th,No School,Yes,Yes,Yes,No,No,3,9.1,4.0,72.8,5.7,Low,72.0,34.1
1193,College,Male,21,Rural,OBC,Government,Hindi,41024,12th,No School,No,Yes,Yes,Yes,No,4,3.7,4.9,68.5,8.6,Low,84.3,36.9
1194,College,Female,20,Urban,General,Government,Hindi,12901,12th,Graduate,Yes,Yes,No,Yes,Yes,7,4.6,2.9,73.0,6.1,Medium,94.9,40.9
1195,College,Male,19,Urban,General,Government,Hindi,54152,12th,10th,Yes,Yes,No,Yes,No,3,18.4,3.8,67.8,4.7,Low,98.0,46.5
1196,College,Male,22,Urban,OBC,Government,English,21639,Graduate,Graduate,Yes,Yes,Yes,Yes,No,8,17.4,3.4,86.9,5.3,Low,93.5,47.4
1197,College,Male,19,Urban,SC,Government,Hindi,5504,Postgraduate,Postgraduate,Yes,No,No,Yes,No,6,1.3,4.9,87.7,9.0,Medium,78.5,36.1
1198,College,Male,23,Urban,SC,Government,Hindi,9534,12th,12th,Yes,No,No,Yes,Yes,8,13.5,5.0,76.5,4.8,Medium,75.6,39.6
1199,College,Male,24,Rural,OBC,Private,English,33909,12th,Graduate,Yes,Yes,No,Yes,Yes,5,4.1,2.8,79.0,6.0,Medium,81.4,41.9
1200,College,Male,20,Rural,General,Government,Hindi,26701,12th,No School,Yes,Yes,Yes,No,No,6,7.5,3.2,91.4,5.2,Low,91.2,39.4
1201,College,Male,18,Urban,OBC,Private,Hindi,14904,Graduate,No School,Yes,Yes,Yes,Yes,No,8,17.4,4.2,77.9,6.0,Medium,73.6,36.8
1202,College,Female,20,Rural,General,Private,English,15879,12th,10th,Yes,No,No,Yes,No,6,1.5,2.1,50.5,5.0,Medium,65.3,30.0
1203,College,Female,20,Urban,OBC,Government,Hindi,5420,Graduate,10th,Yes,No,No,No,No,5,8.2,2.7,73.7,4.5,Low,74.5,30.9
1204,College,Male,20,Rural,General,Government,Hindi,21592,10th,10th,Yes,Yes,No,No,No,8,16.5,3.6,82.6,7.4,Medium,91.1,37.7
1205,College,Female,19,Urban,OBC,Private,English,176192,No School,Graduate,Yes,Yes,Yes,No,No,3,5.5,5.8,73.0,6.2,Low,98.0,64.4
1206,College,Male,19,Rural,ST,Government,Hindi,8430,10th,12th,Yes,Yes,No,Yes,No,6,2.2,3.6,69.0,4.7,Medium,94.0,37.1
1207,College,Female,21,Rural,OBC,Government,English,20424,Postgraduate,No School,No,Yes,Yes,Yes,Yes,3,15.7,4.9,65.2,7.5,Medium,81.1,39.6
1208,College,Male,21,Rural,OBC,Government,English,34528,12th,No School,Yes,Yes,Yes,No,No,7,12.7,2.6,67.4,7.9,Medium,83.7,39.1
1209,College,Female,17,Rural,General,Private,Hindi,24703,Graduate,10th,Yes,Yes,Yes,Yes,No,8,17.6,7.4,91.4,6.8,High,98.0,49.5
1210,College,Male,19,Rural,General,Private,Hindi,7277,Postgraduate,12th,No,Yes,Yes,No,No,6,12.3,4.4,56.9,5.1,High,81.4,33.7
1211,College,Male,18,Rural,General,Private,English,38655,10th,Graduate,Yes,Yes,No,No,No,3,12.1,4.2,77.2,8.7,Medium,93.8,41.2
1212,College,Female,18,Rural,OBC,Private,English,34997,Graduate,Postgraduate,No,Yes,No,Yes,No,5,3.2,2.7,79.4,5.6,Low,80.0,37.1
1213,College,Female,18,Urban,ST,Government,Hindi,19364,10th,10th,Yes,Yes,No,Yes,No,7,9.3,6.2,81.4,6.3,Medium,98.0,46.7
1214,College,Female,23,Rural,General,Government,Hindi,79845,12th,12th,Yes,Yes,No,No,No,5,19.0,2.5,51.1,6.0,Low,84.4,43.6
1215,College,Male,20,Urban,ST,Government,Hindi,48055,Postgraduate,10th,Yes,No,No,No,No,6,13.4,4.7,90.0,7.7,Low,80.2,42.6
1216,College,Female,17,Rural,SC,Government,Hindi,41059,10th,No School,Yes,Yes,Yes,Yes,Yes,8,8.4,3.0,83.7,5.9,Low,87.0,42.5
1217,College,Male,21,Rural,SC,Private,Hindi,24999,Postgraduate,10th,Yes,Yes,No,Yes,Yes,4,7.4,5.3,72.7,6.2,Low,98.0,41.7
1218,College,Male,19,Rural,OBC,Government,Hindi,7233,12th,No School,No,Yes,No,No,No,4,3.7,2.8,91.7,6.6,Low,80.6,30.0
1219,College,Female,22,Urban,OBC,Government,Hindi,16621,Graduate,No School,Yes,No,Yes,Yes,Yes,6,12.1,3.8,65.6,7.3,Low,83.7,33.4
1220,College,Male,18,Urban,OBC,Private,Hindi,59168,Graduate,10th,Yes,Yes,No,No,No,5,6.5,4.9,70.9,8.7,Medium,85.0,41.1
1221,College,Female,20,Urban,General,Government,Hindi,7188,Graduate,10th,Yes,Yes,No,Yes,Yes,8,8.9,1.5,78.3,4.9,Medium,73.2,30.4
1222,College,Female,20,Rural,General,Government,Hindi,46391,10th,12th,No,Yes,No,No,No,5,3.0,4.8,89.0,8.4,Low,98.0,38.7
1223,College,Male,24,Urban,General,Government,English,6047,Graduate,12th,Yes,Yes,No,Yes,No,6,15.4,5.8,85.3,6.2,Medium,77.3,40.2
1224,College,Female,22,Urban,General,Government,Hindi,8430,10th,10th,Yes,Yes,No,Yes,Yes,8,4.7,2.4,68.5,5.0,Low,73.9,30.0
1225,College,Male,20,Urban,OBC,Private,English,18741,No School,10th,Yes,Yes,Yes,Yes,No,5,1.5,2.8,87.8,6.7,Medium,75.1,37.4
1226,College,Male,24,Rural,General,Private,Hindi,7604,Postgraduate,Postgraduate,Yes,Yes,Yes,Yes,Yes,4,9.6,5.0,84.4,6.2,Low,88.4,43.5
1227,College,Female,24,Urban,SC,Government,English,75403,No School,Graduate,Yes,Yes,No,Yes,No,4,19.1,6.0,80.9,5.7,Low,98.0,61.1
1228,College,Female,21,Urban,General,Government,Hindi,26038,12th,10th,Yes,Yes,Yes,No,No,7,13.9,3.9,66.5,6.9,Low,79.4,36.8
1229,College,Female,17,Urban,OBC,Private,Hindi,61621,Postgraduate,No School,Yes,Yes,No,Yes,Yes,7,7.0,3.8,80.0,7.2,Low,98.0,41.3
1230,College,Male,21,Urban,OBC,Government,Hindi,33281,Graduate,No School,Yes,Yes,No,Yes,No,5,4.3,2.5,77.0,8.6,Low,81.0,33.2
1231,College,Female,22,Rural,General,Private,Hindi,25711,No School,12th,No,Yes,No,Yes,No,6,8.3,2.2,83.0,7.6,Medium,89.8,38.1
1232,College,Female,20,Rural,OBC,Private,Hindi,31106,12th,No School,Yes,Yes,No,Yes,No,6,5.2,4.7,87.1,8.3,Low,90.5,40.2
1233,College,Male,23,Rural,General,Government,Hindi,35386,10th,10th,Yes,Yes,No,No,No,3,10.3,2.3,73.4,5.5,Low,84.3,36.8
1234,College,Male,18,Rural,General,Government,Hindi,4003,12th,No School,Yes,Yes,No,No,No,7,7.2,4.5,77.5,8.8,Low,90.2,35.5
1235,College,Female,20,Rural,General,Government,Hindi,7164,12th,10th,Yes,Yes,No,No,No,5,12.6,5.3,65.8,5.8,Medium,74.1,30.0
1236,College,Female,22,Rural,General,Government,Hindi,10529,No School,10th,Yes,Yes,Yes,No,No,8,6.1,3.3,80.3,7.0,Low,66.0,30.0
1237,College,Male,24,Urban,OBC,Private,English,27827,Postgraduate,Graduate,Yes,Yes,No,Yes,Yes,8,4.1,3.2,79.7,8.8,Low,81.6,42.3
1238,College,Female,18,Urban,General,Government,Hindi,6684,Postgraduate,12th,Yes,No,No,Yes,No,7,17.5,4.8,69.2,5.6,Low,78.0,37.0
1239,College,Male,19,Urban,ST,Private,English,33888,10th,12th,Yes,No,No,Yes,No,3,10.6,4.8,89.1,5.1,Low,98.0,43.3
1240,College,Male,24,Rural,OBC,Private,English,21510,12th,12th,Yes,Yes,No,No,No,6,9.4,1.8,72.7,4.7,Medium,80.8,30.0
1241,College,Male,20,Rural,General,Government,Hindi,58258,12th,12th,No,No,No,Yes,No,6,7.5,3.1,89.1,8.1,Medium,76.2,40.2
1242,College,Male,17,Urban,SC,Private,English,107490,12th,12th,No,Yes,No,Yes,No,8,8.5,4.0,69.9,6.4,Medium,83.3,44.6
1243,College,Male,24,Urban,SC,Private,English,9180,10th,Graduate,Yes,Yes,Yes,No,No,4,12.0,3.9,82.6,7.3,Medium,84.1,32.2
1244,College,Male,24,Urban,SC,Private,Hindi,12569,Graduate,No School,Yes,Yes,No,Yes,Yes,5,10.3,5.0,80.2,6.6,Low,92.0,32.2
1245,College,Female,18,Urban,OBC,Government,Hindi,8288,Graduate,Graduate,Yes,Yes,No,Yes,No,8,15.7,2.7,66.2,6.2,Low,71.4,34.6
1246,College,Female,18,Urban,General,Private,Hindi,13879,10th,12th,Yes,Yes,No,Yes,Yes,8,14.1,6.7,74.2,7.9,Medium,88.3,40.6
1247,College,Female,17,Urban,OBC,Government,English,17149,12th,10th,Yes,Yes,Yes,No,Yes,4,14.8,2.4,70.8,4.8,Low,82.0,37.7
1248,College,Male,24,Rural,SC,Government,Hindi,5561,10th,No School,Yes,Yes,Yes,Yes,No,5,16.4,3.5,62.8,8.1,Medium,76.2,33.6
1249,College,Male,18,Urban,OBC,Government,Hindi,20304,10th,Graduate,No,Yes,Yes,No,Yes,8,6.4,3.4,83.4,8.6,Low,89.4,33.7
1250,College,Male,22,Rural,General,Government,English,100274,12th,10th,No,Yes,Yes,Yes,Yes,3,17.7,4.3,71.1,7.0,Medium,95.7,57.6
1251,College,Female,17,Rural,General,Private,Hindi,20381,No School,12th,No,Yes,No,No,No,3,12.6,4.1,100.0,5.3,Medium,76.8,34.1
1252,College,Male,18,Rural,OBC,Government,Hindi,4556,Graduate,No School,Yes,Yes,No,No,No,5,14.2,5.7,55.7,5.5,High,89.2,39.8
1253,College,Male,22,Rural,General,Private,Hindi,54493,12th,10th,Yes,Yes,No,Yes,Yes,3,2.1,5.3,81.7,7.1,Low,90.0,45.6
1254,College,Female,19,Rural,OBC,Private,English,16841,10th,10th,Yes,Yes,No,Yes,No,4,4.1,4.4,79.5,8.8,Medium,98.0,43.6
1255,College,Male,19,Rural,OBC,Government,English,32779,Graduate,Postgraduate,Yes,Yes,Yes,Yes,No,3,17.9,1.6,66.2,8.1,Medium,78.9,36.8
1256,College,Female,22,Rural,OBC,Private,Hindi,39974,10th,12th,Yes,Yes,Yes,No,No,6,3.6,3.6,79.6,8.5,Medium,89.0,40.3
1257,College,Female,24,Rural,OBC,Private,Hindi,11683,12th,10th,Yes,Yes,No,Yes,No,5,2.1,0.5,56.7,5.2,High,62.6,30.0
1258,College,Female,22,Rural,ST,Government,Hindi,23475,No School,12th,Yes,Yes,No,No,No,4,5.1,3.7,74.1,7.8,Medium,87.5,37.7
1259,College,Female,21,Rural,General,Government,Hindi,15330,10th,No School,Yes,Yes,Yes,No,No,4,3.4,4.8,100.0,8.8,Medium,84.1,41.1
1260,College,Female,22,Rural,General,Government,English,19512,Graduate,10th,No,Yes,Yes,Yes,Yes,7,8.2,1.4,78.4,6.1,Low,69.3,30.6
1261,College,Female,18,Rural,SC,Government,Hindi,184863,Graduate,12th,Yes,Yes,Yes,Yes,No,7,1.3,3.3,72.4,6.1,Medium,98.0,65.4
1262,College,Female,23,Rural,General,Private,Hindi,65492,Graduate,10th,Yes,Yes,Yes,Yes,No,6,9.1,5.9,75.9,8.7,Low,98.0,52.0
1263,College,Male,21,Urban,General,Government,Hindi,24725,12th,10th,Yes,Yes,Yes,No,No,3,15.6,4.8,69.3,7.0,Medium,75.3,45.2
1264,College,Female,19,Rural,SC,Private,English,8293,Graduate,Graduate,Yes,Yes,No,No,No,7,1.0,2.4,92.5,7.5,Medium,89.3,42.7
1265,College,Female,20,Rural,OBC,Government,English,10598,12th,12th,Yes,Yes,No,Yes,No,4,17.0,3.9,69.8,8.4,Medium,91.8,38.1
1266,College,Female,21,Rural,General,Private,Hindi,16274,Graduate,No School,Yes,Yes,Yes,No,No,6,5.8,2.0,66.9,6.6,Low,70.2,31.8
1267,College,Male,20,Urban,OBC,Private,English,7637,No School,10th,Yes,Yes,No,No,No,7,3.7,1.2,82.4,7.3,Low,79.7,30.8
1268,College,Female,18,Urban,SC,Government,Hindi,77059,10th,12th,Yes,No,No,Yes,No,3,8.2,3.6,78.0,6.0,Low,87.2,50.1
1269,College,Female,17,Urban,OBC,Private,Hindi,47701,Postgraduate,Postgraduate,No,No,No,No,No,7,6.5,4.8,87.7,6.6,Low,98.0,39.7
1270,College,Female,20,Urban,OBC,Private,English,71476,No School,10th,Yes,Yes,No,No,No,3,17.2,1.4,53.6,6.2,Low,75.9,30.4
1271,College,Male,17,Urban,General,Government,Hindi,29140,12th,Graduate,Yes,Yes,No,No,No,4,11.2,3.5,95.3,8.1,Medium,98.0,40.8
1272,College,Male,24,Urban,OBC,Private,Hindi,43827,12th,10th,Yes,No,No,Yes,No,4,14.3,4.2,76.6,6.8,Medium,80.5,39.6
1273,College,Female,17,Urban,SC,Private,English,88571,Graduate,10th,Yes,Yes,No,Yes,Yes,6,15.6,3.4,71.9,8.1,Medium,98.0,49.5
1274,College,Female,19,Urban,OBC,Government,Hindi,52452,12th,12th,Yes,Yes,Yes,No,No,6,6.9,5.1,85.9,5.2,Low,84.9,44.4
1275,College,Male,24,Rural,OBC,Private,Hindi,52853,12th,No School,Yes,No,Yes,Yes,Yes,8,7.7,1.5,70.7,5.3,Low,83.2,41.1
1276,College,Female,21,Urban,OBC,Government,English,15858,10th,10th,Yes,Yes,Yes,Yes,Yes,6,6.2,2.6,64.9,4.8,Low,80.0,30.8
1277,College,Male,21,Rural,OBC,Government,English,10188,10th,Graduate,Yes,Yes,Yes,No,Yes,6,12.9,4.9,68.9,5.8,Low,72.8,32.0
1278,College,Male,22,Urban,ST,Government,Hindi,14722,Graduate,Graduate,No,Yes,No,Yes,No,4,14.3,2.8,80.8,6.1,Low,81.4,30.5
1279,College,Female,21,Rural,General,Government,Hindi,28614,12th,No School,Yes,Yes,Yes,Yes,No,3,10.7,4.2,77.1,7.0,Low,90.3,46.4
1280,College,Male,17,Rural,SC,Private,Hindi,97090,Graduate,12th,Yes,Yes,Yes,No,No,7,3.2,5.5,92.2,7.6,Medium,98.0,51.5
1281,College,Female,21,Rural,SC,Government,English,4095,12th,Postgraduate,No,Yes,Yes,No,No,4,9.2,3.3,72.2,5.2,Medium,66.3,30.0
1282,College,Male,17,Rural,OBC,Government,Hindi,32386,No School,Graduate,Yes,Yes,Yes,No,No,7,17.6,3.0,63.4,5.5,Low,83.8,37.4
1283,College,Male,18,Rural,OBC,Government,Hindi,22706,10th,12th,Yes,No,Yes,Yes,Yes,7,16.8,1.9,60.0,6.9,Low,62.9,30.0
1284,College,Female,24,Urban,General,Government,English,44465,10th,No School,Yes,Yes,No,Yes,Yes,3,2.5,2.7,76.4,6.6,Low,88.0,40.1
1285,College,Male,23,Urban,SC,Government,English,7787,12th,Graduate,No,Yes,No,No,Yes,6,14.5,3.3,83.4,5.9,Low,80.0,33.5
1286,College,Female,23,Rural,OBC,Government,Hindi,159124,No School,12th,No,Yes,No,Yes,No,4,11.8,5.4,73.2,4.8,Low,98.0,54.1
1287,College,Female,24,Urban,ST,Private,English,22564,Postgraduate,10th,Yes,Yes,No,Yes,No,3,17.7,2.6,75.2,7.7,Low,78.5,30.3
1288,College,Female,20,Rural,OBC,Government,Hindi,7900,Graduate,10th,Yes,Yes,No,No,Yes,8,10.4,4.5,77.0,5.4,Low,86.1,36.6
1289,College,Male,22,Rural,OBC,Government,English,8312,10th,No School,Yes,Yes,No,Yes,No,7,13.2,3.9,78.5,7.5,Medium,94.5,35.8
1290,College,Female,21,Rural,General,Government,English,6833,10th,12th,Yes,Yes,No,No,Yes,4,6.0,3.1,70.1,5.8,Low,67.2,30.0
1291,College,Female,24,Urban,SC,Government,English,49537,10th,12th,Yes,Yes,Yes,No,No,7,2.2,5.7,90.3,4.6,Low,98.0,50.7
1292,College,Male,18,Rural,OBC,Private,English,20723,10th,10th,No,Yes,No,No,No,7,18.4,2.4,62.8,6.8,Low,70.1,30.0
1293,College,Male,23,Urban,OBC,Government,Hindi,6803,Graduate,Graduate,No,Yes,No,No,No,6,17.9,5.3,83.7,7.1,Low,98.0,36.4
1294,College,Female,20,Urban,SC,Government,Hindi,8113,Graduate,10th,Yes,Yes,No,No,No,5,18.7,1.8,61.8,5.9,Medium,69.1,32.7
1295,College,Male,18,Rural,General,Private,Hindi,11197,12th,Graduate,Yes,Yes,Yes,Yes,No,3,16.2,5.3,87.2,8.2,Medium,87.9,37.8
1296,College,Male,23,Rural,OBC,Government,English,19444,10th,12th,No,Yes,Yes,No,No,5,18.5,5.0,80.3,7.4,Medium,89.9,34.9
1297,College,Male,21,Urban,OBC,Private,Hindi,49716,12th,10th,Yes,Yes,Yes,No,No,6,8.8,3.7,74.4,8.8,Medium,98.0,42.2
1298,College,Male,23,Urban,OBC,Government,Hindi,9896,No School,12th,Yes,Yes,Yes,No,Yes,6,19.6,2.3,89.5,5.0,Low,77.5,34.7
1299,College,Male,21,Urban,OBC,Government,Hindi,4738,12th,10th,Yes,Yes,No,No,No,5,14.3,3.2,75.4,8.2,Low,79.9,33.2
1300,College,Female,24,Rural,SC,Private,Hindi,6878,10th,No School,Yes,Yes,No,No,Yes,3,7.1,4.3,85.1,5.9,Low,79.9,36.6
1301,College,Male,17,Rural,SC,Government,Hindi,19243,12th,12th,Yes,Yes,Yes,Yes,Yes,5,6.8,3.5,80.5,4.9,Medium,93.7,41.7
1302,College,Male,17,Urban,SC,Government,English,16707,No School,12th,Yes,Yes,No,Yes,No,8,11.3,5.5,81.8,7.3,Medium,93.2,45.7
1303,College,Male,22,Rural,ST,Government,Hindi,14513,12th,12th,Yes,Yes,Yes,No,No,4,5.5,4.3,92.1,5.4,Medium,92.4,40.9
1304,College,Female,18,Urban,OBC,Government,English,7451,No School,No School,No,Yes,Yes,No,No,7,9.6,2.8,66.7,5.7,Low,84.7,36.4
1305,College,Female,21,Urban,General,Private,English,7447,12th,10th,Yes,Yes,No,Yes,No,7,13.5,3.4,80.7,5.8,Medium,77.2,36.5
1306,College,Male,19,Urban,OBC,Private,English,90617,No School,12th,Yes,Yes,Yes,No,Yes,5,6.3,4.3,81.2,8.5,Medium,97.5,58.2
1307,College,Female,18,Rural,ST,Private,Hindi,43305,No School,Graduate,Yes,Yes,No,No,No,8,14.8,4.9,65.4,6.6,Low,76.4,36.2
1308,College,Female,20,Rural,General,Government,Hindi,14196,Graduate,12th,No,No,No,Yes,No,4,4.3,6.4,82.3,6.9,Medium,97.2,42.8
1309,College,Female,22,Urban,OBC,Private,English,21088,10th,12th,No,Yes,Yes,Yes,No,5,13.3,5.2,85.8,5.0,Low,93.5,41.7
1310,College,Female,21,Rural,SC,Private,Hindi,15126,12th,10th,No,No,No,No,Yes,5,3.2,3.2,74.4,4.9,Medium,87.0,33.9
1311,College,Male,21,Urban,SC,Government,Hindi,6720,Graduate,No School,No,Yes,Yes,Yes,No,3,9.3,3.3,86.2,6.1,Low,91.6,37.4
1312,College,Male,24,Rural,OBC,Private,Hindi,14025,12th,12th,Yes,Yes,No,No,Yes,3,14.5,2.5,84.8,8.0,Low,84.3,31.2
1313,College,Male,23,Rural,OBC,Government,English,92624,10th,Graduate,Yes,Yes,No,No,No,7,3.4,3.8,90.1,5.7,Low,98.0,53.1
1314,College,Male,17,Rural,OBC,Government,English,13161,12th,10th,Yes,Yes,Yes,No,No,8,11.0,1.2,75.0,5.3,Medium,64.1,31.6
1315,College,Male,17,Urban,SC,Private,Hindi,13185,12th,Graduate,No,Yes,No,Yes,No,4,4.5,3.7,95.5,8.3,Low,95.3,43.0
1316,College,Male,21,Urban,SC,Government,Hindi,97250,12th,12th,Yes,Yes,No,No,No,7,17.8,4.1,74.7,8.5,Medium,87.1,51.4
1317,College,Female,17,Rural,OBC,Government,Hindi,47716,10th,10th,No,No,No,Yes,No,3,5.2,6.9,87.9,5.6,High,98.0,46.5
1318,College,Male,19,Urban,General,Government,Hindi,68959,12th,12th,Yes,Yes,Yes,Yes,No,3,17.4,1.4,53.8,5.1,Low,72.1,37.6
1319,College,Female,24,Urban,General,Private,Hindi,23738,No School,Graduate,Yes,Yes,Yes,No,No,3,9.1,4.0,76.5,6.1,Low,89.7,43.4
1320,College,Female,21,Rural,General,Government,English,79113,Graduate,12th,Yes,Yes,No,No,Yes,4,11.6,6.1,93.4,8.8,High,98.0,55.7
